GEO_ID,State,Year_Date,Year,Total,MOE_Total,MOE_Total_display,Total_forprofit,Total_nonprofit,Total_localGov,Total_stateGov,Total_fedGov,Total_selfEmpNotincorp,Total_UnpaidFamily,Total_DroveAlone,Total_Carpooled,Total_PublicTransport,Total_Walked,Total_CabBikeOther,Total_WorkFromHome,MOE_Total_WorkFromHome,MOE_Total_WorkFromHome_display,ForProfit_WFH,NonProfit_WFH,LocalGov_WFH,StateGov_WFH,FedGov_WFH,SelfEmpNotInc_WFH,UnpaidFamily_WFH,Total_AllGov,perc_AllGov,perc_UnpaidFAm,perc_ForProfit,perc_NonProfit,perc_WFH,perc_Walk,perc_PubTrans,perc_DroveAlone,perc_Carpool,perc_WFH_AllGov,perc_WFH_ForProfit,perc_WFH_NonProfit,perc_WFH_SelfEmpNotInc,perc_WFH_UnpaidFamily,perc_MOE_WFH,perc_MOE_WFH_display,Perc_WFH_MOE_display_complete,MOE_Total_WorkFromHome_display_complete,GEOIDFQ
0400000US29,Missouri,2021-01-01,2021,2932404,18702,±18702,2053147,305375,189648,112829,98880,165538,6987,2171751,223274,22090,53527,33798,427964,15026,±15026,306402,39445,9224,11811,17213,41651,2218,401357,13.69,0.24,70.02,10.41,14.59,1.83,0.75,74.06,7.61,9.53,14.92,12.92,25.16,31.74,0.503887753470624,±0.503887753470624,14.6%  ±0.5 pp,"427,964  ±15,026",0400000US29
0400000US30,Montana,2021-01-01,2021,521443,7964,±7964,323059,53515,42337,27594,23943,49402,1593,370899,45842,2072,18696,10512,73422,4683,±4683,41144,5809,1702,4411,3230,16598,528,93874,18,0.31,61.95,10.26,14.08,3.59,0.4,71.13,8.79,9.95,12.74,10.85,33.6,33.15,0.8719568633364013,±0.871956863336401,14.1%  ±0.9 pp,"73,422  ±4,683",0400000US30
0400000US31,Nebraska,2021-01-01,2021,1026044,8558,±8558,702175,98379,83150,43561,33435,63464,1880,772110,81589,4072,24108,14668,129497,5413,±5413,92516,9178,2873,4748,4378,15443,361,160146,15.61,0.18,68.44,9.59,12.62,2.35,0.4,75.25,7.95,7.49,13.18,9.33,24.33,19.2,0.5169509158858724,±0.516950915885872,12.6%  ±0.5 pp,"129,497  ±5,413",0400000US31
0400000US32,Nevada,2021-01-01,2021,1408927,15121,±15121,1073003,62423,100437,45502,52999,72511,2052,995074,143195,27809,18517,41998,182334,8565,±8565,128270,7285,12393,8653,5727,19311,695,198938,14.12,0.15,76.16,4.43,12.94,1.31,1.97,70.63,10.16,13.46,11.95,11.67,26.63,33.87,0.5918305636104509,±0.591830563610451,12.9%  ±0.6 pp,"182,334  ±8,565",0400000US32
0400000US33,New Hampshire,2021-01-01,2021,704367,10570,±10570,489857,79676,52304,23485,16239,40775,2031,484447,50112,2077,16753,9170,141808,6660,±6660,101028,15175,3860,4224,4291,12838,392,92028,13.07,0.29,69.55,11.31,20.13,2.38,0.29,68.78,7.11,13.45,20.62,19.05,31.48,19.3,0.8959636588214809,±0.895963658821481,20.1%  ±0.9 pp,"141,808  ±6,660",0400000US33
0400000US34,New Jersey,2021-01-01,2021,4223539,27433,±27433,3067900,313491,369113,170743,87521,208157,6614,2598093,313871,113635,106698,113728,977514,15144,±15144,752254,68859,37197,35306,21008,61059,1831,627377,14.85,0.16,72.64,7.42,23.14,2.53,2.69,61.51,7.43,14.91,24.52,21.97,29.33,27.68,0.3255268758047161,±0.325526875804716,23.1%  ±0.3 pp,"977,514  ±15,144",0400000US34
0400000US35,New Mexico,2021-01-01,2021,873767,13553,±13553,531120,64167,72131,70446,79400,53664,2839,632626,73042,3356,14483,16606,133654,6998,±6998,67246,11016,6240,15626,13245,19808,473,221977,25.4,0.32,60.79,7.34,15.3,1.66,0.38,72.4,8.36,15.82,12.66,17.17,36.91,16.66,0.764949741087427,±0.764949741087427,15.3%  ±0.8 pp,"133,654  ±6,998",0400000US35
0400000US36,New York,2021-01-01,2021,9295414,34312,±34312,6105020,1108313,951975,408392,204145,499948,17621,4541185,543712,1715751,476524,246965,1771277,25470,±25470,1193122,231757,96306,66925,35934,142713,4520,1564512,16.83,0.19,65.68,11.92,19.06,5.13,18.46,48.85,5.85,12.73,19.54,20.91,28.55,25.65,0.2648240659833481,±0.264824065983348,19.1%  ±0.3 pp,"1,771,277  ±25,470",0400000US36
0400000US37,North Carolina,2021-01-01,2021,4879425,23620,±23620,3444045,361210,305319,253624,222080,283684,9463,3442555,360873,25089,67203,66085,917620,17282,±17282,667162,71628,27248,46915,24533,77407,2727,781023,16.01,0.19,70.58,7.4,18.81,1.38,0.51,70.55,7.4,12.64,19.37,19.83,27.29,28.82,0.34228201170016387,±0.342282011700164,18.8%  ±0.3 pp,"917,620  ±17,282",0400000US37
0400000US38,North Dakota,2021-01-01,2021,417381,7405,±7405,260734,43354,36665,22171,21916,32013,528,328836,32609,1450,11907,7079,35500,3729,±3729,18651,2556,2566,3229,1168,7189,141,80752,19.35,0.13,62.47,10.39,8.51,2.85,0.35,78.79,7.81,8.62,7.15,5.9,22.46,26.7,0.8805926708881955,±0.880592670888195,8.5%  ±0.9 pp,"35,500  ±3,729",0400000US38
0400000US39,Ohio,2021-01-01,2021,5508232,28197,±28197,3982106,536499,428331,158932,119967,272692,9705,4073530,396585,44190,101334,77044,815549,14570,±14570,584223,64923,27669,35164,28143,72973,2454,707230,12.84,0.18,72.29,9.74,14.81,1.84,0.8,73.95,7.2,12.86,14.67,12.1,26.76,25.29,0.25342190617170063,±0.253421906171701,14.8%  ±0.3 pp,"815,549  ±14,570",0400000US39
0400000US40,Oklahoma,2021-01-01,2021,1756855,13189,±13189,1182042,119438,120042,103786,112020,114951,4576,1354560,153005,3074,30648,31022,184546,7203,±7203,110616,9114,4709,11919,21819,25073,1296,335848,19.12,0.26,67.28,6.8,10.5,1.74,0.17,77.1,8.71,11.45,9.36,7.63,21.81,28.32,0.40233881616482303,±0.402338816164823,10.5%  ±0.4 pp,"184,546  ±7,203",0400000US40
0400000US41,Oregon,2021-01-01,2021,2012234,18560,±18560,1384930,195341,131380,108734,47738,139946,4165,1273401,156424,33376,58511,44200,446322,11743,±11743,277732,44460,22024,41554,10447,48566,1539,287852,14.31,0.21,68.83,9.71,22.18,2.91,1.66,63.28,7.77,25.72,20.05,22.76,34.7,36.95,0.5465452761779389,±0.546545276177939,22.2%  ±0.5 pp,"446,322  ±11,743",0400000US41
0400000US42,Pennsylvania,2021-01-01,2021,6008278,25256,±25256,4246795,761561,379606,184280,135417,292323,8296,4004375,421568,170986,176694,100089,1134566,18585,±18585,798103,139935,38306,42744,29514,83573,2391,699303,11.64,0.14,70.68,12.68,18.88,2.94,2.85,66.65,7.02,15.81,18.79,18.37,28.59,28.82,0.2989651618991572,±0.298965161899157,18.9%  ±0.3 pp,"1,134,566  ±18,585",0400000US42
0400000US44,Rhode Island,2021-01-01,2021,507942,10367,±10367,341771,65881,31586,22391,19415,25713,1185,347894,38487,5419,14099,8619,93424,5747,±5747,65164,10763,1896,4903,3967,6621,110,73392,14.45,0.23,67.29,12.97,18.39,2.78,1.07,68.49,7.58,14.67,19.07,16.34,25.75,9.28,1.0673388207900658,±1.06733882079007,18.4%  ±1.1 pp,"93,424  ±5,747",0400000US44
0400000US45,South Carolina,2021-01-01,2021,2288874,20380,±20380,1612016,154050,158769,129910,95152,134961,4016,1746667,187881,7406,37765,37600,271555,12139,±12139,188497,15898,7563,10967,14594,33166,870,383831,16.77,0.18,70.43,6.73,11.86,1.65,0.32,76.31,8.21,8.63,11.69,10.32,24.57,21.66,0.5197209168708331,±0.519720916870833,11.9%  ±0.5 pp,"271,555  ±12,139",0400000US45
0400000US46,South Dakota,2021-01-01,2021,451387,6724,±6724,288181,54703,33170,18815,18002,37594,922,343700,36130,1697,14337,6129,49394,3394,±3394,27889,4551,627,1406,1885,12768,268,69987,15.5,0.2,63.84,12.12,10.94,3.18,0.38,76.14,8,5.6,9.68,8.32,33.96,29.07,0.7340229373315701,±0.73402293733157,10.9%  ±0.7 pp,"49,394  ±3,394",0400000US46
0400000US47,Tennessee,2021-01-01,2021,3232096,24191,±24191,2301525,247507,242709,118987,84632,231037,5699,2454007,244069,11038,36290,40041,446651,14745,±14745,300027,34939,10358,21273,17799,60842,1413,446328,13.81,0.18,71.21,7.66,13.82,1.12,0.34,75.93,7.55,11.07,13.04,14.12,26.33,24.79,0.44432572661230507,±0.444325726612305,13.8%  ±0.4 pp,"446,651  ±14,745",0400000US47
0400000US48,Texas,2021-01-01,2021,13619499,46234,±46234,9803370,803489,1050753,563890,444939,925835,27223,9628564,1244454,102623,182811,242755,2218292,31392,±31392,1634198,119115,62470,102164,75148,218499,6698,2059582,15.12,0.2,71.98,5.9,16.29,1.34,0.75,70.7,9.14,11.64,16.67,14.82,23.6,24.6,0.22376306024704537,±0.223763060247045,16.3%  ±0.2 pp,"2,218,292  ±31,392",0400000US48
0400000US49,Utah,2021-01-01,2021,1636227,12688,±12688,1185613,112805,113383,81539,56242,84720,1925,1085990,144142,21390,30712,26659,327334,9478,±9478,233936,23733,7620,17786,10301,33415,543,251164,15.35,0.12,72.46,6.89,20.01,1.88,1.31,66.37,8.81,14.22,19.73,21.04,39.44,28.21,0.558100415605027,±0.558100415605027,20%  ±0.6 pp,"327,334  ±9,478",0400000US49
0400000US50,Vermont,2021-01-01,2021,324723,5596,±5596,195269,51179,26301,14667,9234,27558,515,217380,24053,1693,12435,4935,64227,3790,±3790,34870,11327,1016,4275,2462,10067,210,50202,15.46,0.16,60.13,15.76,19.78,3.83,0.52,66.94,7.41,15.44,17.86,22.13,36.53,40.78,1.1162678842182205,±1.11626788421822,19.8%  ±1.1 pp,"64,227  ±3,790",0400000US50
0400000US51,Virginia,2021-01-01,2021,4282353,23529,±23529,2746319,356586,338777,173517,450497,208300,8357,2819200,306322,54712,86253,65702,950164,14262,±14262,590631,89384,37047,37506,124483,69537,1576,962791,22.48,0.2,64.13,8.33,22.19,2.01,1.28,65.83,7.15,20.67,21.51,25.07,33.38,18.86,0.3099266806541059,±0.309926680654106,22.2%  ±0.3 pp,"950,164  ±14,262",0400000US51
0400000US53,Washington,2021-01-01,2021,3640121,18821,±18821,2488634,309752,268635,193963,174203,198754,6180,2248672,258161,76828,102480,66436,887544,14592,±14592,611884,69811,45559,65591,24641,67628,2430,636801,17.49,0.17,68.37,8.51,24.38,2.82,2.11,61.77,7.09,21.32,24.59,22.54,34.03,39.32,0.3805266507335398,±0.38052665073354,24.4%  ±0.4 pp,"887,544  ±14,592",0400000US53
0400000US54,West Virginia,2021-01-01,2021,684330,11616,±11616,449558,62971,49920,59773,29525,30693,1890,526273,59429,2458,14988,8913,72269,4888,±4888,44653,5476,1441,5524,6908,7815,452,139218,20.34,0.28,65.69,9.2,10.56,2.19,0.36,76.9,8.68,9.96,9.93,8.7,25.46,23.92,0.6914158636092843,±0.691415863609284,10.6%  ±0.7 pp,"72,269  ±4,888",0400000US54
0400000US55,Wisconsin,2021-01-01,2021,2928674,15689,±15689,2116944,279644,213135,110777,48888,154048,5238,2142910,195531,25348,78865,48725,437295,9398,±9398,301811,44025,13796,26081,7273,42721,1588,372800,12.73,0.18,72.28,9.55,14.93,2.69,0.87,73.17,6.68,12.65,14.26,15.74,27.73,30.32,0.31076699952520637,±0.310766999525206,14.9%  ±0.3 pp,"437,295  ±9,398",0400000US55
0400000US56,Wyoming,2021-01-01,2021,287131,6310,±6310,184157,19355,30667,19587,12716,19700,949,218845,26619,2293,9372,4620,25382,2983,±2983,14242,1606,663,2153,707,5618,393,62970,21.93,0.33,64.14,6.74,8.84,3.26,0.8,76.22,9.27,5.59,7.73,8.3,28.52,41.41,1.020574041048248,±1.02057404104825,8.8%  ±1 pp,"25,382  ±2,983",0400000US56
0400000US01,Alabama,2019-01-01,2019,2093631,17152,±17152,1495129,136104,149307,119379,82908,107339,3465,1780279,184792,8810,25276,22034,72440,4730,±4730,46368,3899,1586,1054,1204,17721,608,351594,16.79,0.17,71.41,6.5,3.46,1.21,0.42,85.03,8.83,1.09,3.1,2.86,16.51,17.55,0.22413797589114323,±0.224137975891143,3.5%  ±0.2 pp,"72,440  ±4,730",0400000US01
0400000US04,Arizona,2019-01-01,2019,3245234,18702,±18702,2349830,227652,215742,142557,104959,197703,6791,2457866,344497,54797,61382,78366,248326,9700,±9700,169437,13078,6023,6514,2580,49166,1528,463258,14.28,0.21,72.41,7.01,7.65,1.89,1.69,75.74,10.62,3.26,7.21,5.74,24.87,22.5,0.2956289921079074,±0.295628992107907,7.7%  ±0.3 pp,"248,326  ±9,700",0400000US04
0400000US05,Arkansas,2019-01-01,2019,1318667,13479,±13479,935297,93215,88046,92921,31854,73703,3631,1086628,141316,5344,25253,13930,46196,3564,±3564,28044,2719,1117,1681,523,11618,494,212821,16.14,0.28,70.93,7.07,3.5,1.92,0.41,82.4,10.72,1.56,3,2.92,15.76,13.61,0.2678902335959404,±0.26789023359594,3.5%  ±0.3 pp,"46,196  ±3,564",0400000US05
0400000US06,California,2019-01-01,2019,18736907,41079,±41079,13306957,1228499,1454673,775813,498184,1436177,36604,13775076,1841214,970256,477859,484115,1188387,22217,±22217,665587,62406,49758,54582,17544,331011,7499,2728670,14.56,0.2,71.02,6.56,6.34,2.55,5.18,73.52,9.83,4.47,5,5.08,23.05,20.49,0.11775528858964676,±0.117755288589647,6.3%  ±0.1 pp,"1,188,387  ±22,217",0400000US06
0400000US08,Colorado,2019-01-01,2019,3004396,16475,±16475,2136297,229945,220410,115121,109000,186188,7435,2231727,256443,96134,79957,65370,274765,9201,±9201,187722,17487,5110,4704,4779,52961,2002,444531,14.8,0.25,71.11,7.65,9.15,2.66,3.2,74.28,8.54,3.28,8.79,7.6,28.44,26.93,0.30211716518212095,±0.302117165182121,9.2%  ±0.3 pp,"274,765  ±9,201",0400000US08
0400000US09,Connecticut,2019-01-01,2019,1745949,15234,±15234,1220663,174034,133914,67957,39057,106891,3433,1391046,133818,50601,49573,20719,100192,6369,±6369,63553,6530,1286,2455,1790,23846,732,240928,13.8,0.2,69.91,9.97,5.74,2.84,2.9,79.67,7.66,2.3,5.21,3.75,22.31,21.32,0.3613345922771367,±0.361334592277137,5.7%  ±0.4 pp,"100,192  ±6,369",0400000US09
0400000US10,Delaware,2019-01-01,2019,464467,8786,±8786,327957,42225,19557,38942,15712,19041,1033,380271,38435,7214,10086,4508,23953,3087,±3087,16144,2004,419,641,522,4150,73,74211,15.98,0.22,70.61,9.09,5.16,2.17,1.55,81.87,8.28,2.13,4.92,4.75,21.8,7.07,0.6574345062823177,±0.657434506282318,5.2%  ±0.7 pp,"23,953  ±3,087",0400000US10
0400000US11,District of Columbia,2019-01-01,2019,840937,15938,±15938,380495,141785,37638,16617,235722,27595,1085,345814,69845,311083,50018,35775,28402,3251,±3251,15587,3971,338,210,2252,5952,92,289977,34.48,0.13,45.25,16.86,3.38,5.95,36.99,41.12,8.31,0.97,4.1,2.8,21.57,8.48,0.38125632827069794,±0.381256328270698,3.4%  ±0.4 pp,"28,402  ±3,251",0400000US11
0400000US12,Florida,2019-01-01,2019,9793243,36293,±36293,7422864,625386,625840,278315,256165,565110,19563,7665350,894746,153263,154674,236886,688324,17057,±17057,492000,28415,11867,10939,10182,132271,2650,1160320,11.85,0.2,75.8,6.39,7.03,1.58,1.56,78.27,9.14,2.84,6.63,4.54,23.41,13.55,0.1722124082702452,±0.172212408270245,7%  ±0.2 pp,"688,324  ±17,057",0400000US12
0400000US13,Georgia,2019-01-01,2019,4965554,28374,±28374,3664481,285282,342052,207766,194005,263351,8617,3896828,458039,97989,73600,94789,344309,12795,±12795,238481,15070,4903,6825,7220,69836,1974,743823,14.98,0.17,73.8,5.75,6.93,1.48,1.97,78.48,9.22,2.55,6.51,5.28,26.52,22.91,0.25461071092576654,±0.254610710925767,6.9%  ±0.3 pp,"344,309  ±12,795",0400000US13
0400000US16,Idaho,2019-01-01,2019,817006,8391,±8391,567448,63888,51330,40317,27209,63976,2838,638542,74677,6222,22744,12886,61935,5042,±5042,35903,3614,1168,1631,229,18888,502,118856,14.55,0.35,69.45,7.82,7.58,2.78,0.76,78.16,9.14,2.55,6.33,5.66,29.52,17.69,0.6122003914669112,±0.612200391466911,7.6%  ±0.6 pp,"61,935  ±5,042",0400000US16
0400000US17,Illinois,2019-01-01,2019,6189070,21384,±21384,4564650,562667,447441,209756,127594,264496,12466,4472797,467941,604223,187105,120357,336647,10096,±10096,223760,22401,5500,8422,7775,65785,3004,784791,12.68,0.2,73.75,9.09,5.44,3.02,9.76,72.27,7.56,2.76,4.9,3.98,24.87,24.1,0.16204005946565092,±0.162040059465651,5.4%  ±0.2 pp,"336,647  ±10,096",0400000US17
0400000US18,Indiana,2019-01-01,2019,3169257,20710,±20710,2364061,301704,193958,112287,51769,138207,7271,2582907,307468,23270,73417,43126,139069,6420,±6420,89844,10368,3118,2095,1532,30840,1272,358014,11.3,0.23,74.59,9.52,4.39,2.32,0.73,81.5,9.7,1.88,3.8,3.44,22.31,17.49,0.20053139568748385,±0.200531395687484,4.4%  ±0.2 pp,"139,069  ±6,420",0400000US18
0400000US19,Iowa,2019-01-01,2019,1594969,13953,±13953,1125756,142792,115460,84798,24104,99222,2837,1278269,137179,17774,50718,19518,91511,5695,±5695,49944,5899,1229,2734,831,30359,515,224362,14.07,0.18,70.58,8.95,5.74,3.18,1.11,80.14,8.6,2.14,4.44,4.13,30.6,18.15,0.3535148509339786,±0.353514850933979,5.7%  ±0.4 pp,"91,511  ±5,695",0400000US19
0400000US20,Kansas,2019-01-01,2019,1460306,12279,±12279,1014806,110284,120794,70713,54654,85725,3330,1209361,123256,6691,31849,15041,74108,4604,±4604,42455,3386,1654,2768,1084,22256,505,246161,16.86,0.23,69.49,7.55,5.07,2.18,0.46,82.82,8.44,2.24,4.18,3.07,25.96,15.17,0.3123752918743393,±0.312375291874339,5.1%  ±0.3 pp,"74,108  ±4,604",0400000US20
0400000US21,Kentucky,2019-01-01,2019,1987914,17098,±17098,1414660,161479,132895,106488,70120,96852,5420,1630247,177101,20718,45696,29270,84882,5642,±5642,53840,4744,1793,2872,927,19523,1183,309503,15.57,0.27,71.16,8.12,4.27,2.3,1.04,82.01,8.91,1.81,3.81,2.94,20.16,21.83,0.2814289571312273,±0.281428957131227,4.3%  ±0.3 pp,"84,882  ±5,642",0400000US21
0400000US22,Louisiana,2019-01-01,2019,2034583,18702,±18702,1449367,129964,148889,112359,62106,128334,3564,1671079,179754,23826,43126,37125,79673,5458,±5458,45174,4029,1828,2541,1506,24311,284,323354,15.89,0.18,71.24,6.39,3.92,2.12,1.17,82.13,8.83,1.82,3.12,3.1,18.94,7.97,0.2658354367430796,±0.26583543674308,3.9%  ±0.3 pp,"79,673  ±5,458",0400000US22
0400000US23,Maine,2019-01-01,2019,654479,8277,±8277,415188,89293,48943,24207,21544,53929,1375,513784,63017,2808,25611,7244,42015,3306,±3306,24426,3926,598,1145,819,10994,107,94694,14.47,0.21,63.44,13.64,6.42,3.91,0.43,78.5,9.63,2.71,5.88,4.4,20.39,7.78,0.49856762045501785,±0.498567620455018,6.4%  ±0.5 pp,"42,015  ±3,306",0400000US23
0400000US24,Maryland,2019-01-01,2019,2785540,23531,±23531,1756535,279172,214976,125045,252527,148537,8748,2127091,241736,132177,67687,47361,169488,5793,±5793,100594,11002,3664,3662,11998,37053,1515,592548,21.27,0.31,63.06,10.02,6.08,2.43,4.75,76.36,8.68,3.26,5.73,3.94,24.95,17.32,0.20151497501884322,±0.201514975018843,6.1%  ±0.2 pp,"169,488  ±5,793",0400000US24
0400000US25,Massachusetts,2019-01-01,2019,3727366,18744,±18744,2567988,480423,264421,136416,65134,204942,8042,2600597,273204,388917,181914,84735,197999,8223,±8223,122310,16718,3776,4146,1334,47756,1959,465971,12.5,0.22,68.9,12.89,5.31,4.88,10.43,69.77,7.33,1.99,4.76,3.48,23.3,24.36,0.21898830461960436,±0.218988304619604,5.3%  ±0.2 pp,"197,999  ±8,223",0400000US25
0400000US26,Michigan,2019-01-01,2019,4623249,20973,±20973,3442870,438437,260150,178096,73536,220575,9585,3780795,409345,63966,99637,59273,210233,8369,±8369,130500,15005,2884,7700,2266,49697,2181,511782,11.07,0.21,74.47,9.48,4.55,2.16,1.38,81.78,8.85,2.51,3.79,3.42,22.53,22.75,0.1798406658371035,±0.179840665837104,4.6%  ±0.2 pp,"210,233  ±8,369",0400000US26
0400000US27,Minnesota,2019-01-01,2019,2972100,14552,±14552,2096879,342257,224567,108654,44604,148386,6753,2309067,243641,100808,77787,50002,190795,7940,±7940,119933,14455,4735,4807,2055,44160,650,377825,12.71,0.23,70.55,11.52,6.42,2.62,3.39,77.69,8.2,3.07,5.72,4.22,29.76,9.63,0.26529572203384844,±0.265295722033848,6.4%  ±0.3 pp,"190,795  ±7,940",0400000US27
0400000US28,Mississippi,2019-01-01,2019,1178973,17183,±17183,820559,67418,76931,97431,51109,62286,3239,998761,105834,2772,14018,19162,38426,4383,±4383,23056,1703,909,1313,988,9495,962,225471,19.12,0.27,69.6,5.72,3.26,1.19,0.24,84.71,8.98,1.42,2.81,2.53,15.24,29.7,0.36871691305714444,±0.368716913057144,3.3%  ±0.4 pp,"38,426  ±4,383",0400000US28
0400000US29,Missouri,2019-01-01,2019,2968731,16109,±16109,2107221,310638,188404,115594,89322,150163,7389,2436466,250259,37035,60270,37137,147564,6519,±6519,94333,9941,1818,3100,1559,35769,1044,393320,13.25,0.25,70.98,10.46,4.97,2.03,1.25,82.07,8.43,1.65,4.48,3.2,23.82,14.13,0.21792604335681404,±0.217926043356814,5%  ±0.2 pp,"147,564  ±6,519",0400000US29
0400000US30,Montana,2019-01-01,2019,512614,6096,±6096,332470,48369,37830,29027,21886,41468,1564,390855,50870,4603,21344,11350,33592,2679,±2679,17489,1988,604,1639,1220,10273,379,88743,17.31,0.31,64.86,9.44,6.55,4.16,0.9,76.25,9.92,3.9,5.26,4.11,24.77,24.23,0.5167726434320783,±0.516772643432078,6.6%  ±0.5 pp,"33,592  ±2,679",0400000US30
0400000US31,Nebraska,2019-01-01,2019,1020524,9113,±9113,703370,102292,78514,45213,26232,62421,2482,836739,90844,7870,27377,11258,46436,3483,±3483,25542,2010,908,819,550,16281,326,149959,14.69,0.24,68.92,10.02,4.55,2.68,0.77,81.99,8.9,1.52,3.63,1.96,26.08,13.13,0.33886794011780247,±0.338867940117802,4.6%  ±0.3 pp,"46,436  ±3,483",0400000US31
0400000US32,Nevada,2019-01-01,2019,1464125,13887,±13887,1157064,52390,87394,47601,37919,79244,2513,1127928,156161,43828,23270,41687,71251,4777,±4777,47210,3081,1550,1869,1076,16362,103,172914,11.81,0.17,79.03,3.58,4.87,1.59,2.99,77.04,10.67,2.6,4.08,5.88,20.65,4.1,0.32298848547316805,±0.322988485473168,4.9%  ±0.3 pp,"71,251  ±4,777",0400000US32
0400000US33,New Hampshire,2019-01-01,2019,690536,9864,±9864,478406,80122,48649,23039,12764,46337,1219,551124,55411,3548,19052,8379,53022,4088,±4088,33166,3169,686,1265,1023,13298,415,84452,12.23,0.18,69.28,11.6,7.68,2.76,0.51,79.81,8.02,3.52,6.93,3.96,28.7,34.04,0.58175459051444,±0.58175459051444,7.7%  ±0.6 pp,"53,022  ±4,088",0400000US33
0400000US34,New Jersey,2019-01-01,2019,4048598,24622,±24622,3006473,280664,332619,160835,72377,189653,5977,3087321,344067,191500,119684,88616,217410,7511,±7511,152120,11776,3055,4028,2406,43101,924,565831,13.98,0.15,74.26,6.93,5.37,2.96,4.73,76.26,8.5,1.68,5.06,4.2,22.73,15.46,0.18262388047345798,±0.182623880473458,5.4%  ±0.2 pp,"217,410  ±7,511",0400000US34
0400000US35,New Mexico,2019-01-01,2019,895943,11311,±11311,561419,70180,74134,71152,66567,50768,1723,723035,84021,9156,18003,15635,46093,3822,±3822,25294,3728,937,1931,1006,13015,182,211853,23.65,0.19,62.66,7.83,5.14,2.01,1.02,80.7,9.38,1.83,4.51,5.31,25.64,10.56,0.42161628672598106,±0.421616286725981,5.1%  ±0.4 pp,"46,093  ±3,822",0400000US35
0400000US36,New York,2019-01-01,2019,9904416,30516,±30516,6744219,1076805,948422,401571,201206,514483,17710,5076586,602418,2967663,583041,222149,452559,12104,±12104,281737,32454,13338,9225,6747,106022,3036,1551199,15.66,0.18,68.09,10.87,4.57,5.89,29.96,51.26,6.08,1.89,4.18,3.01,20.61,17.14,0.12139451925674515,±0.121394519256745,4.6%  ±0.1 pp,"452,559  ±12,104",0400000US36
0400000US37,North Carolina,2019-01-01,2019,4944291,26460,±26460,3565427,358033,285053,265499,183653,273663,12963,3970962,428767,56578,87160,69568,331256,10459,±10459,225366,17468,3171,7778,6381,68073,3019,734205,14.85,0.26,72.11,7.24,6.7,1.76,1.14,80.31,8.67,2.36,6.32,4.88,24.87,23.29,0.20847614868823947,±0.208476148688239,6.7%  ±0.2 pp,"331,256  ±10,459",0400000US37
0400000US38,North Dakota,2019-01-01,2019,433906,6534,±6534,280943,44878,32905,22989,20634,30277,1280,358160,38332,2765,12772,7284,14593,1892,±1892,7435,578,296,432,123,5675,54,76528,17.64,0.29,64.75,10.34,3.36,2.94,0.64,82.54,8.83,1.11,2.65,1.29,18.74,4.22,0.43308805887017754,±0.433088058870178,3.4%  ±0.4 pp,"14,593  ±1,892",0400000US38
0400000US39,Ohio,2019-01-01,2019,5603497,22900,±22900,4059680,563928,413539,178069,110969,266423,10889,4619222,448949,83367,126389,69107,256463,8976,±8976,160641,16549,3910,5450,3217,64638,2058,702577,12.54,0.19,72.45,10.06,4.58,2.26,1.49,82.43,8.01,1.79,3.96,2.93,24.26,18.9,0.1590899173567403,±0.15908991735674,4.6%  ±0.2 pp,"256,463  ±8,976",0400000US39
0400000US40,Oklahoma,2019-01-01,2019,1773259,13789,±13789,1208071,117767,110781,110982,102720,117973,4965,1466969,167901,7084,26147,26211,78947,4561,±4561,41958,4399,1504,2366,6443,21067,1210,324483,18.3,0.28,68.13,6.64,4.45,1.47,0.4,82.73,9.47,3.18,3.47,3.74,17.86,24.37,0.25486951868322116,±0.254869518683221,4.4%  ±0.3 pp,"78,947  ±4,561",0400000US40
0400000US41,Oregon,2019-01-01,2019,2065636,18250,±18250,1420454,197589,149532,108938,44908,139660,4555,1483978,196894,96330,75796,66051,146587,5691,±5691,84634,9039,2837,8282,1586,39294,915,303378,14.69,0.22,68.77,9.57,7.1,3.67,4.66,71.84,9.53,4.19,5.96,4.57,28.14,20.09,0.2682794702685431,±0.268279470268543,7.1%  ±0.3 pp,"146,587  ±5,691",0400000US41
0400000US42,Pennsylvania,2019-01-01,2019,6126950,25058,±25058,4392890,749809,364637,181587,127063,299001,11963,4590918,519274,359418,224263,99549,333528,10600,±10600,222721,28748,6340,5933,4818,62459,2509,673287,10.99,0.2,71.7,12.24,5.44,3.66,5.87,74.93,8.48,2.54,5.07,3.83,20.89,20.97,0.17156768503721795,±0.171567685037218,5.4%  ±0.2 pp,"333,528  ±10,600",0400000US42
0400000US44,Rhode Island,2019-01-01,2019,503071,9630,±9630,342741,61410,31347,22286,18725,25531,1031,405836,38978,10796,17208,6025,24228,3614,±3614,15877,1584,206,394,1103,5011,53,72358,14.38,0.2,68.13,12.21,4.82,3.42,2.15,80.67,7.75,2.35,4.63,2.58,19.63,5.14,0.7124477388642992,±0.712447738864299,4.8%  ±0.7 pp,"24,228  ±3,614",0400000US44
0400000US45,South Carolina,2019-01-01,2019,2309683,20250,±20250,1654773,147312,141041,145890,91015,123133,6519,1892554,202561,12338,48137,33248,120845,6556,±6556,79935,6550,1510,2788,2562,26745,755,377946,16.36,0.28,71.65,6.38,5.23,2.08,0.53,81.94,8.77,1.82,4.83,4.45,21.72,11.58,0.28011730510075983,±0.28011730510076,5.2%  ±0.3 pp,"120,845  ±6,556",0400000US45
