"GEO_ID","NAME","B08528_001E","B08528_001M","B08528_002E","B08528_002M","B08528_003E","B08528_003M","B08528_004E","B08528_004M","B08528_005E","B08528_005M","B08528_006E","B08528_006M","B08528_007E","B08528_007M","B08528_008E","B08528_008M","B08528_009E","B08528_009M","B08528_010E","B08528_010M","B08528_011E","B08528_011M","B08528_012E","B08528_012M","B08528_013E","B08528_013M","B08528_014E","B08528_014M","B08528_015E","B08528_015M","B08528_016E","B08528_016M","B08528_017E","B08528_017M","B08528_018E","B08528_018M","B08528_019E","B08528_019M","B08528_020E","B08528_020M","B08528_021E","B08528_021M","B08528_022E","B08528_022M","B08528_023E","B08528_023M","B08528_024E","B08528_024M","B08528_025E","B08528_025M","B08528_026E","B08528_026M","B08528_027E","B08528_027M","B08528_028E","B08528_028M","B08528_029E","B08528_029M","B08528_030E","B08528_030M","B08528_031E","B08528_031M","B08528_032E","B08528_032M","B08528_033E","B08528_033M","B08528_034E","B08528_034M","B08528_035E","B08528_035M","B08528_036E","B08528_036M","B08528_037E","B08528_037M","B08528_038E","B08528_038M","B08528_039E","B08528_039M","B08528_040E","B08528_040M","B08528_041E","B08528_041M","B08528_042E","B08528_042M","B08528_043E","B08528_043M","B08528_044E","B08528_044M","B08528_045E","B08528_045M","B08528_046E","B08528_046M","B08528_047E","B08528_047M","B08528_048E","B08528_048M","B08528_049E","B08528_049M","B08528_050E","B08528_050M","B08528_051E","B08528_051M","B08528_052E","B08528_052M","B08528_053E","B08528_053M","B08528_054E","B08528_054M","B08528_055E","B08528_055M","B08528_056E","B08528_056M","B08528_057E","B08528_057M","B08528_058E","B08528_058M","B08528_059E","B08528_059M","B08528_060E","B08528_060M","B08528_061E","B08528_061M","B08528_062E","B08528_062M","B08528_063E","B08528_063M","B08528_064E","B08528_064M","B08528_065E","B08528_065M","B08528_066E","B08528_066M","B08528_067E","B08528_067M","B08528_068E","B08528_068M","B08528_069E","B08528_069M","B08528_070E","B08528_070M",
"0400000US38","North Dakota","437252","6477","279779","7642","263960","7173","15819","2249","44329","3110","36852","3433","23544","2416","20984","2598","30811","2422","953","440","345668","6676","226915","6858","214804","6495","12111","2170","34239","2981","29824","2918","18175","2238","16199","2289","19684","2132","632","422","38708","3070","21584","2615","20078","2631","1506","632","5188","1164","4837","1454","1593","637","3190","998","2264","679","52","83","1572","805","1045","677","1045","677","0","210","197","301","24","46","174","176","116","203","16","28","0","210","14235","1957","8656","1511","8362","1522","294","136","1378","553","617","247","1191","439","608","443","1741","657","44","77","5821","1205","3786","983","3673","960","113","119","592","389","337","212","305","245","26","33","775","362","0","210","31248","2921","17793","1929","15998","2015","1795","692","2735","840","1213","476","2106","749","845","511","6331","1321","225","185",
"0400000US39","Ohio","5673987","26309","4061161","27061","3884065","27440","177096","8236","584408","15057","443546","10869","166732","7811","131138","7188","279833","9077","7169","1561","4243579","30063","3023952","26001","2904986","25379","118966","6706","448657","11776","384838","10410","119338","6485","95560","6016","167513","6785","3721","1052","443428","13727","330159","11149","314073","10740","16086","2860","43206","3862","29455","3539","8777","1577","7455","1801","23197","2564","1179","576","56338","5173","39618","4327","39166","4333","452","439","8179","2585","3220","1073","2685","1162","794","356","1842","994","0","210","110095","6888","76545","5855","72519","5863","4026","1085","14407","2174","4213","1155","7412","1343","1534","767","5785","1388","199","176","83172","6949","63284","6122","60553","5958","2731","972","7592","1577","3151","1042","2089","701","1655","639","5283","1194","118","140","737375","14370","527603","12679","492768","12407","34835","3784","62367","4445","18669","2306","26431","2790","24140","3366","76213","4772","1952","738",
"0400000US40","Oklahoma","1817538","11474","1227767","12537","1157107","12447","70660","3856","132699","5749","123931","4374","101800","4890","108430","4588","119916","5297","2995","680","1412422","11597","959204","12796","910271","12833","48933","3207","104586","5023","102731","4224","79238","4061","85460","4481","79471","4092","1732","524","171134","6663","117990","5674","111202","5358","6788","1272","12761","1771","14561","1670","7702","1233","5759","1071","11754","1466","607","328","5035","949","3459","896","3225","853","234","198","205","210","330","273","280","257","465","344","296","350","0","210","31663","2952","19847","2239","18504","2206","1343","539","2188","713","1260","578","3487","1201","1302","643","3540","1048","39","63","24803","2129","18548","2010","17780","1991","768","411","1533","520","1243","559","904","472","901","458","1542","402","132","121","172481","5298","108719","4480","96125","4256","12594","1598","11426","1442","3806","900","10189","1689","14543","2017","23313","1807","485","258",
"0400000US41","Oregon","2095454","16115","1452437","16511","1361238","16235","91199","5073","200439","6837","149065","6475","102683","5957","41708","3784","143508","6542","5614","1353","1356954","19145","948708","17186","898599","17234","50109","3450","131698","6457","110744","5597","58424","4751","29060","3206","75692","5072","2628","843","178653","8566","128252","7586","119048","7568","9204","1890","13983","1982","12893","2101","7745","1957","2970","1096","11842","2179","968","773","43502","4286","34976","4198","34333","4144","643","512","3611","898","1810","712","1294","655","959","386","767","452","85","110","73779","6245","50967","5491","48111","4907","2856","1256","8777","1608","3457","1052","5784","1116","1250","541","3466","1044","78","140","52852","4302","33557","3339","31080","3153","2477","721","5124","1348","3812","1235","5331","1700","1105","705","3915","1164","8","14","389714","11516","255977","10128","230067","9158","25910","3061","37246","2956","16349","1898","24105","2149","6364","1514","47826","3924","1847","800",
"0400000US42","Pennsylvania","6232551","25957","4409400","27499","4211844","26875","197556","7268","793938","14877","383218","11959","186393","8582","140819","7775","308317","8631","10466","2250","4272057","27698","3021579","25459","2892952","25154","128627","6087","540809","12865","309050","9665","125940","6900","94229","5808","177032","6800","3418","972","466589","14617","340700","12637","322960","12273","17740","2474","51148","3763","28678","3177","12619","1921","7868","1821","24517","3586","1059","418","213057","11606","141838","8679","138250","8773","3588","1100","38301","3902","15857","3251","7164","1527","5304","1370","4593","1491","0","210","201097","8306","132211","6855","125527","6686","6684","1222","34626","3122","7268","1522","8513","1720","3921","1257","13053","1967","1505","584","122490","7671","87900","6345","85523","6329","2377","793","16798","3038","3832","1085","2733","857","1812","678","9295","2278","120","189","957261","14383","685172","11932","646632","11601","38540","3597","112256","5679","18533","2664","29424","3222","27685","3564","79827","4686","4364","1736",
"0400000US44","Rhode Island","526056","9345","350291","10506","330096","10897","20195","3041","67303","5057","32949","3786","20560","3087","22991","2793","31423","3117","539","445","381082","8168","250134","8400","237903","8388","12231","1855","48845","4387","28335","3356","15815","2470","17963","2735","19716","2692","274","278","39447","4980","27358","4018","23518","3534","3840","1710","5582","1426","2331","1386","1518","653","1357","754","1262","633","39","74","4840","1216","3230","1079","3230","1079","0","210","1039","620","191","227","4","10","376","266","0","210","0","210","15614","2275","10270","2002","9599","1954","671","397","2781","872","578","488","606","470","403","251","976","475","0","210","11237","2344","7976","2065","7742","2049","234","281","1008","663","569","492","418","363","852","699","383","419","31","57","73836","5111","51323","3842","48104","3816","3219","1245","8048","1858","945","484","2199","1281","2040","904","9086","1761","195","236",
"0400000US45","South Carolina","2398821","17947","1682369","19233","1582852","19996","99517","5874","155385","6417","165232","7282","149050","7716","103440","4719","137775","8095","5570","1625","1822896","18440","1274271","18350","1206811","18812","67460","4563","121217","5973","141671","6916","121996","7367","72625","3810","87349","5427","3767","1276","207964","9116","139727","7408","132480","7483","7247","1740","14282","2375","15979","2648","10536","2395","12235","2086","14990","3310","215","252","8938","2045","6737","1705","6508","1708","229","226","673","568","203","203","472","524","618","677","235","250","0","210","38473","4042","22232","3351","21509","3309","723","397","2206","665","809","463","4137","1188","7395","1794","1642","701","52","87","40369","4344","30146","3595","28417","3590","1729","670","2220","1012","1593","833","3089","1505","1172","768","2066","864","83","146","280181","11699","209256","9684","187127","8867","22129","3170","14787","2114","4977","1142","8820","1564","9395","2001","31493","4004","1453","657",
"0400000US46","South Dakota","465292","5004","293518","6391","274996","6267","18522","1943","58994","4203","34995","2652","19586","2200","21184","2419","35982","2928","1033","419","366209","6394","234084","7134","221190","6843","12894","1739","48222","3903","30242","2595","15252","1926","17450","2252","20618","2057","341","217","33321","3316","20567","2486","19483","2476","1084","426","4488","945","3422","870","1297","599","1497","475","1897","702","153","156","2223","862","1678","853","1678","853","0","210","422","275","0","210","123","130","0","210","0","210","0","210","11641","1587","5937","1104","5079","1003","858","357","982","309","507","272","1368","751","317","252","2426","862","104","127","6408","1413","3787","917","3493","941","294","233","793","518","243","193","127","194","518","399","909","376","31","54","45490","3630","27465","2943","24073","2608","3392","897","4087","1186","581","371","1419","565","1402","563","10132","1706","404","252",
"0400000US47","Tennessee","3415195","21477","2461828","17093","2369177","17279","92651","5572","263540","9265","231194","9670","116934","7045","102949","7038","233923","8233","4827","1320","2569241","23480","1864976","17989","1801034","18087","63942","4757","201397","8649","194456","8837","88423","5509","76618","6559","140417","6475","2954","1017","292932","10370","207033","8664","198293","8475","8740","1915","23182","3402","22825","2366","7365","1537","6099","1778","25623","2726","805","522","13475","2617","9155","2143","8934","2171","221","367","907","486","1206","794","643","418","469","513","1095","665","0","210","40346","3689","25771","3242","25110","3180","661","351","5025","1271","1418","744","2465","779","1243","765","4309","1356","115","127","50754","4995","37221","4022","36382","4005","839","423","2450","973","2400","1048","1013","568","2132","1049","5420","1661","118","176","448447","11878","317672","9714","299424","9455","18248","2373","30579","3661","8889","1867","17025","2912","16388","2503","57059","3938","835","517",
"0400000US48","Texas","14426512","47847","10468144","52424","9962505","54839","505639","15157","857485","19313","1085429","22523","547048","14039","475728","14771","967495","21842","25183","3137","10271268","55683","7422726","51146","7094412","51769","328314","12928","619079","15148","876778","21400","400653","12547","344015","12769","594789","17613","13228","2136","1443333","26498","1015159","21665","963382","20903","51777","4772","89920","7049","133724","7170","46005","4520","38339","3879","115391","7911","4795","1781","121626","8043","90919","7233","88391","7221","2528","969","8137","1557","6452","1764","9729","2361","3067","1075","3255","1045","67","120","215469","9529","140382","8683","134209","8368","6173","1444","18223","2340","6348","1190","16922","2242","20121","2990","12736","1739","737","433","277492","13843","212573","12791","205358","12177","7215","1713","15973","2253","11429","2446","8979","1902","7008","1424","21162","3665","368","304","2097324","29861","1586385","27040","1476753","25493","109632","7269","106153","6662","50698","4806","64760","5169","63178","5198","220162","10313","5988","1692",
"0400000US49","Utah","1718106","11170","1242213","12066","1165160","12063","77053","4555","123404","5906","119178","5262","84636","5598","57547","4209","88122","5342","3006","842","1159220","13642","837512","12422","795043","11924","42469","3087","82322","5135","94435","4621","56013","4241","39437","3904","48166","4232","1335","580","170150","8772","126231","7899","117195","7754","9036","1992","10854","1786","12618","2057","7333","1526","5693","1253","6573","1591","848","565","23181","3404","13754","2126","13456","2120","298","190","3667","932","512","341","4165","1771","694","521","389","243","0","210","31571","2860","20444","2739","19443","2674","1001","413","3811","1048","2718","864","2690","813","371","236","1444","631","93","96","25726","3159","18310","2696","17601","2550","709","652","1892","609","1047","518","2011","613","931","479","1464","640","71","97","308258","8762","225962","7728","202422","7245","23540","2109","20858","2499","7848","1669","12424","2111","10421","1806","30086","3157","659","382",
"0400000US50","Vermont","337193","5954","200171","6304","183810","6205","16361","1950","54875","3850","26534","2696","14762","1960","10162","1724","30169","2494","520","231","236586","6199","143092","5907","134613","5872","8479","1265","37775","2606","21769","2399","8679","1476","7137","1404","17918","1868","216","168","23826","3129","15263","2582","13378","2427","1885","642","3504","1228","2467","867","523","259","439","262","1630","546","0","210","1453","477","904","354","877","338","27","61","59","74","212","181","212","188","66","106","0","210","0","210","14321","2003","8675","1483","7551","1417","1124","466","1868","612","484","362","1739","834","120","149","1435","490","0","210","5133","1155","2945","966","2507","747","438","499","1102","680","330","290","72","75","229","217","329","223","126","147","55874","3289","29292","2671","24884","2366","4408","1117","10567","1486","1272","536","3537","944","2171","747","8857","1395","178","127",
"0400000US51","Virginia","4331946","24024","2807270","25602","2650228","26007","157042","7086","339999","10330","343531","9589","174731","7434","454671","10940","207108","7252","4636","1136","2965986","24852","1909103","24535","1809317","24807","99786","6080","232830","8422","282561","8671","126740","6166","292632","9101","119361","5647","2759","860","341566","11925","225176","8967","210332","9081","14844","2075","26237","2698","30699","3599","11618","1804","26381","3320","20738","3195","717","438","58701","4754","35826","3688","35364","3666","462","447","4991","1531","3331","936","3217","1444","10117","1862","1219","615","0","210","93842","5583","56251","4628","53196","4565","3055","809","7917","1283","3234","1034","6445","1990","15369","2179","4556","1107","70","89","81292","5520","54493","4446","51567","4181","2926","977","6718","1623","4131","1041","3019","820","8096","1661","4760","1320","75","110","790559","15446","526421","12711","490452","11979","35969","3212","61306","4294","19575","3145","23692","2135","102076","6104","56474","3966","1015","493",
"0400000US53","Washington","3813493","20520","2631103","20395","2475229","19822","155874","7006","323104","11575","271787","9617","198563","7888","178437","6989","203465","8511","7034","1636","2389730","24317","1642444","21720","1553276","20558","89168","4548","205204","8699","204335","9020","107222","5698","120023","5953","107010","5885","3492","1031","332043","11861","228950","10238","216070","10320","12880","1793","25098","3138","23720","2844","14111","1947","17379","3108","21476","3459","1309","828","120495","6573","86266","5648","84791","5632","1475","770","10540","1864","6234","1298","11188","2186","3638","1177","2257","954","372","421","120854","6239","74129","5102","69639","4792","4490","1197","14391","2369","5865","1169","8200","1620","11871","1966","6357","1887","41","61","64251","4937","44453","4319","42312","4359","2141","868","5347","1281","3695","952","4758","1132","3831","1010","2082","684","85","140","786120","15306","554861","13784","509141","12387","45720","3900","62524","4902","27938","3177","53084","4181","21695","2965","64283","4291","1735","622",
"0400000US54","West Virginia","711097","10446","472704","9439","452780","9363","19924","2370","65523","5284","49999","3921","57644","4577","32575","2636","31420","2952","1232","667","558228","10483","372642","8610","357909","8533","14733","1914","51445","4770","42617","3621","45371","4203","25114","2498","20389","2164","650","540","56650","3803","39551","3253","37872","3178","1679","598","3966","1162","4490","1043","4518","1198","1933","855","2098","853","94","110","3931","1148","3080","898","2890","862","190","309","469","405","80","140","189","153","0","210","37","65","76","144","17066","2501","10411","1893","9864","1813","547","321","2626","955","746","402","1748","786","167","119","1265","522","103","143","9007","1598","6329","1371","5995","1244","334","434","798","546","424","324","694","534","390","278","335","299","37","64","66215","4319","40691","3685","38250","3677","2441","938","6219","1365","1642","732","5124","1287","4971","1044","7296","1764","272","209",
"0400000US55","Wisconsin","2981826","14685","2139684","17065","2037677","17648","102007","5079","298407","9013","220668","6896","115664","5085","47232","4360","155524","5886","4647","768","2198421","18486","1595160","16041","1526734","16200","68426","3653","217581","7689","184139","6594","72249","4159","36161","3436","91318","4500","1813","492","234297","8024","165882","7266","159037","7135","6845","1253","25577","2817","19862","2010","6628","1177","3256","848","12622","1935","470","286","31643","3402","20489","3031","19893","2982","596","520","4491","1144","779","393","4707","1384","488","235","606","421","83","130","80943","5312","50961","3819","47491","3843","3470","781","8143","1805","3537","807","10004","1825","1383","1033","6516","1069","399","233","48822","3902","33644","3537","32097","3476","1547","672","5573","1167","2091","895","3733","918","200","149","3389","804","192","163","387700","9252","273548","8582","252425","8302","21123","2083","37042","2700","10260","1505","18343","1843","5744","1205","41073","2921","1690","472",
"0400000US56","Wyoming","292878","5894","183031","6283","165833","6379","17198","2084","20615","2532","33101","3195","19766","2313","15561","2555","20275","2794","529","418","222702","6222","139577","6360","129810","6462","9767","1510","16184","2214","28078","3066","13946","1757","11709","2118","12838","2239","370","367","24401","2628","14694","2083","13452","1938","1242","616","1609","707","3501","871","1793","684","1084","497","1675","824","45","85","2885","1047","2584","1002","2584","1002","0","210","109","192","39","65","153","132","0","210","0","210","0","210","10125","1588","5741","1229","4824","1157","917","602","920","466","982","484","1738","556","125","147","619","347","0","210","6613","1689","4742","1469","4158","1328","584","483","360","307","183","183","521","325","175","190","595","628","37","66","26152","3267","15693","2372","11005","1943","4688","1457","1433","585","318","262","1615","707","2468","1061","4548","1065","77","110",
"0400000US72","Puerto Rico","1125913","13649","742056","13725","707101","13574","34955","4000","43791","3845","56774","4231","121311","6080","28149","3210","133164","6584","668","438","932993","13092","625925","12721","603133","12266","22792","3335","35233","3483","48361","4113","106974","5467","23244","2799","92834","5548","422","408","69920","5227","46404","4907","42610","4878","3794","1312","4875","1363","3774","1459","6785","1541","1014","464","7068","1481","0","210","8195","1739","4651","1421","4241","1404","410","320","554","421","894","597","404","299","384","415","1227","550","81","137","28161","2940","16376","2687","14760","2453","1616","806","864","533","1830","869","1998","827","272","341","6790","1637","31","53","20353","2662","12061","2125","11426","2106","635","528","692","821","1184","593","1483","638","539","508","4303","1306","91","158","66291","4955","36639","3522","30931","3307","5708","1406","1573","663","731","585","3667","1367","2696","1228","20942","2555","43","74",
